decisaoId,fase,titulo,contexto,situacao,pergunta,ativo,ordem,opcaoLetra,opcaoTexto,opcaoTipo,custoDinheiro,custoTempo,custoEnergia,impactoVotos,impactoContatos,impactoReputacao,feedbackEducacional,dicaVitorino
2.6,2,Primeiro Material Gráfico,Seu material gráfico é sua identidade visual – é o que as pessoas vão lembrar quando pensarem em você. Material amador passa imagem de campanha amadora. Material profissional passa credibilidade antes mesmo de você falar qualquer coisa.,,Como você vai criar seu material gráfico?,True,0,A,Contratar designer profissional e criar identidade visual completa,excelente,2500.0,20,15,6.0,8,5.0,"Identidade visual profissional comunica antes de você falar: este candidato é sério. Material bem feito é lembrado, material amador é esquecido – ou pior, virar piada.",Sua identidade visual é seu cartão de visitas. Investir em designer profissional é investir na sua imagem. Candidato com material feio passa imagem de campanha desorganizada.
2.6,2,Primeiro Material Gráfico,Seu material gráfico é sua identidade visual – é o que as pessoas vão lembrar quando pensarem em você. Material amador passa imagem de campanha amadora. Material profissional passa credibilidade antes mesmo de você falar qualquer coisa.,,Como você vai criar seu material gráfico?,True,1,B,Usar templates e fazer você mesmo,boa,200.0,30,25,3.0,4,2.0,Templates podem funcionar se você tiver bom gosto e dedicar tempo pra personalizar. Mas corre o risco de parecer igual a outros candidatos que usaram o mesmo template.,"Template é solução econômica, mas personalize bem pra não parecer genérico. E cuidado: se você não tem olho pra design, pode sair pior do que se tivesse contratado profissional."
2.6,2,Primeiro Material Gráfico,Seu material gráfico é sua identidade visual – é o que as pessoas vão lembrar quando pensarem em você. Material amador passa imagem de campanha amadora. Material profissional passa credibilidade antes mesmo de você falar qualquer coisa.,,Como você vai criar seu material gráfico?,True,2,C,Pedir para amigo que 'entende de design',neutra,0.0,15,10,1.0,2,0.0,"Amigo pode ajudar, mas amador é amador. Você economiza dinheiro mas arrisca sua imagem – e imagem ruim é difícil de consertar depois.",Amigo designer pode ser ótimo ou péssimo. Avalie o portfólio antes de aceitar. E lembre: amigo que faz de favor pode não priorizar seu trabalho quando você mais precisar.
2.7,2,Estratégia de Arrecadação de Pré-Campanha,"16 de maio de 2028. A partir de hoje, a lei permite arrecadar recursos pra campanha. Mas atenção: esse dinheiro fica BLOQUEADO até 16 de agosto. Você não pode usar agora – só pode guardar. E arrecadar dinheiro é mais difícil do que parece.

**⚠️ IMPORTANTE:** Os recursos arrecadados neste período ficam BLOQUEADOS até 16 de agosto. Usar antes é crime eleitoral.",,Como você vai arrecadar recursos?,True,0,A,Criar estratégia profissional de captação com múltiplas fontes,excelente,1000.0,35,30,0.0,15,5.0,Estratégia profissional diversifica fontes e maximiza arrecadação dentro da lei. Você não fica dependente de um grande doador – e isso é importante tanto pra sua independência quanto pra sua segurança jurídica.,"Arrecadação é arte. Profissional sabe como abordar doadores, criar eventos de captação e usar crowdfunding. Mas nunca esqueça: o dinheiro fica bloqueado até agosto. Não conta com ele agora."
2.7,2,Estratégia de Arrecadação de Pré-Campanha,"16 de maio de 2028. A partir de hoje, a lei permite arrecadar recursos pra campanha. Mas atenção: esse dinheiro fica BLOQUEADO até 16 de agosto. Você não pode usar agora – só pode guardar. E arrecadar dinheiro é mais difícil do que parece.

**⚠️ IMPORTANTE:** Os recursos arrecadados neste período ficam BLOQUEADOS até 16 de agosto. Usar antes é crime eleitoral.",,Como você vai arrecadar recursos?,True,1,B,Pedir doações para conhecidos e apoiadores,boa,0.0,30,25,0.0,8,2.0,"Doações de conhecidos são válidas e legais. Cada doador se torna um pouco mais comprometido com sua vitória – afinal, investiu dinheiro em você.","Pedir doação é constrangedor pra muitos, mas faz parte. Seja transparente sobre o uso e respeite os limites legais. E lembre: esse dinheiro só pode ser usado depois de agosto."
2.7,2,Estratégia de Arrecadação de Pré-Campanha,"16 de maio de 2028. A partir de hoje, a lei permite arrecadar recursos pra campanha. Mas atenção: esse dinheiro fica BLOQUEADO até 16 de agosto. Você não pode usar agora – só pode guardar. E arrecadar dinheiro é mais difícil do que parece.

**⚠️ IMPORTANTE:** Os recursos arrecadados neste período ficam BLOQUEADOS até 16 de agosto. Usar antes é crime eleitoral.",,Como você vai arrecadar recursos?,True,2,C,Usar apenas recursos próprios,neutra,0.0,0,0,1.0,0,0.0,Recursos próprios são legais e evitam dependência de doadores. Mas limitam sua capacidade de campanha – e você vai competir com quem tem mais dinheiro.,"Usar só recurso próprio é válido, mas você compete com quem tem mais. Avalie bem: às vezes vale pedir ajuda pra ter campanha competitiva."
2.7,2,Estratégia de Arrecadação de Pré-Campanha,"16 de maio de 2028. A partir de hoje, a lei permite arrecadar recursos pra campanha. Mas atenção: esse dinheiro fica BLOQUEADO até 16 de agosto. Você não pode usar agora – só pode guardar. E arrecadar dinheiro é mais difícil do que parece.

**⚠️ IMPORTANTE:** Os recursos arrecadados neste período ficam BLOQUEADOS até 16 de agosto. Usar antes é crime eleitoral.",,Como você vai arrecadar recursos?,True,3,D,Aceitar qualquer doação sem verificar origem,ruim,0.0,0,0,0.0,0,-10.0,"Aceitar dinheiro sem saber de onde vem é arriscadíssimo. Pode ser caixa 2, pode ser de fonte proibida. Você pode ser cassado – e pior, pode responder criminalmente.",NUNCA aceite dinheiro sem saber de onde vem. Caixa 2 é crime e pode acabar com sua carreira política. Não existe 'só dessa vez' – a Justiça Eleitoral está de olho.
2.8,2,Definição de Slogan,"Slogan é a síntese da sua campanha em uma frase. É o que as pessoas vão repetir, lembrar, associar a você. Um bom slogan gruda na cabeça. Um slogan ruim ou genérico faz você parecer igual a todos os outros candidatos.",,Como você vai criar seu slogan?,True,0,A,Contratar publicitário para criar slogan testado com público,excelente,1500.0,20,15,5.0,6,5.0,Publicitário sabe criar mensagens que grudam. E testar com público antes de adotar evita o constrangimento de descobrir que seu slogan não funciona quando já está impresso em mil santinhos.,Slogan bom é aquele que o eleitor lembra sem esforço. Profissional sabe criar isso. E teste antes de adotar – o que faz sentido na sua cabeça pode não fazer sentido pra quem você quer alcançar.
2.8,2,Definição de Slogan,"Slogan é a síntese da sua campanha em uma frase. É o que as pessoas vão repetir, lembrar, associar a você. Um bom slogan gruda na cabeça. Um slogan ruim ou genérico faz você parecer igual a todos os outros candidatos.",,Como você vai criar seu slogan?,True,1,B,Criar você mesmo baseado em suas propostas,boa,0.0,20,15,2.5,3,2.0,Você conhece suas propostas melhor que ninguém. Mas pode faltar a técnica de comunicação que transforma uma ideia boa num slogan memorável.,"Criar seu slogan é válido, mas teste com pessoas de fora. O que faz sentido pra você pode não fazer pra outros. Mostra pra dez pessoas diferentes e vê se lembram no dia seguinte."
2.8,2,Definição de Slogan,"Slogan é a síntese da sua campanha em uma frase. É o que as pessoas vão repetir, lembrar, associar a você. Um bom slogan gruda na cabeça. Um slogan ruim ou genérico faz você parecer igual a todos os outros candidatos.",,Como você vai criar seu slogan?,True,2,C,Criar você mesmo baseado em intuição,neutra,0.0,15,10,1.0,0,0.0,"Você pode ter uma boa ideia, mas também pode criar algo que não conecta com eleitores – e só vai descobrir quando já for tarde.","Intuição é válida, mas sempre teste antes de adotar. Slogan que parece genial às 2h da manhã pode parecer ridículo à luz do dia."
2.9,2,Primeira Caminhada no Bairro,Caminhada é o básico do corpo a corpo – e corpo a corpo é o que elege vereador. Mas caminhada mal feita é só passeio com gasto de energia. Caminhada bem feita é máquina de conquistar votos.,,Como você vai organizar sua caminhada?,True,0,A,"Planejar rota, horário, equipe de apoio e material",excelente,400.0,25,30,9.5,10,5.0,"Caminhada planejada maximiza cada passo. Você sabe onde vai encontrar mais gente, em que horário, e tem equipe pra cobrir mais terreno enquanto você conversa.","Caminhada sem planejamento é passeio. Planeje rota pelo fluxo de pessoas, horário pelo movimento, e tenha equipe distribuindo material enquanto você aperta mãos."
2.9,2,Primeira Caminhada no Bairro,Caminhada é o básico do corpo a corpo – e corpo a corpo é o que elege vereador. Mas caminhada mal feita é só passeio com gasto de energia. Caminhada bem feita é máquina de conquistar votos.,,Como você vai organizar sua caminhada?,True,1,B,Ir com alguns amigos sem muito planejamento,boa,100.0,20,25,5.0,5,2.0,"Você está indo pra rua, e isso já é positivo. Muitos candidatos ficam planejando eternamente e nunca saem do comitê. Mas sem planejamento, você gasta energia em lugares errados.","Corpo a corpo é essencial, mas planeje pra não desperdiçar energia. Andar duas horas onde não tem ninguém é tempo perdido que podia estar convertendo votos."
2.9,2,Primeira Caminhada no Bairro,Caminhada é o básico do corpo a corpo – e corpo a corpo é o que elege vereador. Mas caminhada mal feita é só passeio com gasto de energia. Caminhada bem feita é máquina de conquistar votos.,,Como você vai organizar sua caminhada?,True,2,C,Ir sozinho para 'conhecer o bairro',neutra,0.0,30,35,2.5,2,0.0,"Sozinho você conhece o bairro, mas não projeta força. Campanha é trabalho de equipe – candidato sozinho na rua passa imagem de campanha fraca.","Candidato sozinho na rua parece campanha abandonada. Leve pelo menos alguns apoiadores. Movimento atrai atenção, atenção gera curiosidade, curiosidade vira voto."
2.10,2,Relacionamento com Imprensa Local,"Jornal local, rádio do bairro, blog de notícias – imprensa local pode não ter a audiência da Globo, mas tem algo mais valioso: credibilidade com quem vai votar em você. Uma matéria positiva vale mais que dez posts patrocinados.",,Como você vai se relacionar com a imprensa?,True,0,A,Fazer media training e aceitar entrevista preparado,excelente,800.0,20,15,8.5,12,5.0,"Media training te prepara pra responder bem, evitar armadilhas e transformar perguntas difíceis em oportunidades. Jornalista experiente percebe candidato preparado – e respeita.",Imprensa pode te ajudar ou te destruir. Prepare-se bem antes de qualquer entrevista. Jornalista faz pergunta difícil não por maldade – faz porque é o trabalho dele. Esteja pronto.
2.10,2,Relacionamento com Imprensa Local,"Jornal local, rádio do bairro, blog de notícias – imprensa local pode não ter a audiência da Globo, mas tem algo mais valioso: credibilidade com quem vai votar em você. Uma matéria positiva vale mais que dez posts patrocinados.",,Como você vai se relacionar com a imprensa?,True,1,B,Aceitar entrevista e responder com sinceridade,boa,0.0,15,10,5.0,8,2.0,"Sinceridade é importante – ninguém gosta de candidato ensaiado demais. Mas sem preparo, você pode cometer gafes ou ser mal interpretado. E na internet, gafe não some nunca.","Seja sincero, mas também seja estratégico. Pense antes de falar. Uma frase infeliz vira manchete, e manchete ruim te persegue até o dia da eleição."
2.10,2,Relacionamento com Imprensa Local,"Jornal local, rádio do bairro, blog de notícias – imprensa local pode não ter a audiência da Globo, mas tem algo mais valioso: credibilidade com quem vai votar em você. Uma matéria positiva vale mais que dez posts patrocinados.",,Como você vai se relacionar com a imprensa?,True,2,C,Recusar entrevista com medo de errar,ruim,0.0,0,0,-5.0,-5,-3.0,"Recusar imprensa passa mensagem clara: você tem medo ou tem algo a esconder. Nenhuma das duas é boa. E enquanto você está quieto, seus adversários estão aparecendo.",Não tenha medo da imprensa. Prepare-se e vá. Candidato que foge de entrevista levanta suspeita: o que ele está escondendo?
2.11,2,Participação em Debate Local,"Debate em associação de moradores, rádio comunitária ou igreja é diferente de debate na TV – é mais informal, mais próximo, e qualquer erro fica mais evidente. Mas também é onde você pode se destacar de verdade, porque a maioria dos candidatos chega despreparada.",,Como você vai se preparar para o debate?,True,0,A,Contratar consultor e fazer simulações de debate,excelente,1500.0,30,25,11.0,15,5.0,"Simulações te preparam pra pressão real. Consultor te ensina a responder ataques sem parecer defensivo, a destacar suas propostas em poucos segundos e a não cair em armadilhas que adversários vão preparar.","Debate é arena. Quem não se prepara, perde. Simulação com alguém te atacando de verdade é a única forma de saber como você vai reagir quando a pressão vier."
2.11,2,Participação em Debate Local,"Debate em associação de moradores, rádio comunitária ou igreja é diferente de debate na TV – é mais informal, mais próximo, e qualquer erro fica mais evidente. Mas também é onde você pode se destacar de verdade, porque a maioria dos candidatos chega despreparada.",,Como você vai se preparar para o debate?,True,1,B,Estudar propostas e treinar com equipe,boa,0.0,25,20,6.0,10,2.0,"Você está se preparando, e isso já te coloca à frente de muitos. Mas treino com equipe amiga não simula a pressão real de um adversário querendo te derrubar.","Treinar com equipe ajuda, mas ninguém da sua equipe vai te atacar de verdade. E no debate, o adversário vai. Falta experiência de simulação realista."
2.11,2,Participação em Debate Local,"Debate em associação de moradores, rádio comunitária ou igreja é diferente de debate na TV – é mais informal, mais próximo, e qualquer erro fica mais evidente. Mas também é onde você pode se destacar de verdade, porque a maioria dos candidatos chega despreparada.",,Como você vai se preparar para o debate?,True,2,C,Ir sem preparo confiando na sua capacidade,ruim,0.0,0,0,-7.0,-10,-3.0,Debate sem preparo é roleta russa. Você pode ter um dia bom e se sair bem – ou cometer uma gafe que vira viral e te persegue até a eleição.,Improviso em debate é receita pra desastre. Já vi candidato confiante demais gaguejar quando levou pergunta que não esperava. Prepare-se sempre.
2.12,2,Gestão de Crise nas Redes,"Um comentário seu antigo foi tirado de contexto e está viralizando negativamente. Os grupos de WhatsApp estão compartilhando, as pessoas estão marcando você nas redes, e seus apoiadores querem saber o que fazer. Crise nas redes se espalha rápido – e se você não agir, a narrativa se consolida contra você.",,Como você vai gerenciar essa crise?,True,0,A,Contratar assessoria de crise e fazer pronunciamento esclarecedor,excelente,1000.0,15,20,3.5,5,5.0,"Profissionais de crise sabem o tom certo, a velocidade certa e o formato certo pra responder. Pronunciamento rápido e bem feito transforma crise em oportunidade de mostrar caráter.","Em crise, velocidade e técnica são essenciais. Não improvise. Profissional sabe que às vezes a melhor resposta não é se defender – é atacar a fonte da fake news."
2.12,2,Gestão de Crise nas Redes,"Um comentário seu antigo foi tirado de contexto e está viralizando negativamente. Os grupos de WhatsApp estão compartilhando, as pessoas estão marcando você nas redes, e seus apoiadores querem saber o que fazer. Crise nas redes se espalha rápido – e se você não agir, a narrativa se consolida contra você.",,Como você vai gerenciar essa crise?,True,1,B,Fazer vídeo explicando o contexto real,boa,0.0,20,25,2.5,3,2.0,"Transparência ajuda, e vídeo mostrando seu rosto passa mais verdade que texto. Mas sem orientação profissional você pode escolher palavras erradas ou tom errado e piorar a situação.","Vídeo de esclarecimento é bom, mas cuidado com o tom e as palavras. Parecer nervoso ou agressivo pode confirmar o que estão dizendo de você. Respire, prepare e grave."
2.12,2,Gestão de Crise nas Redes,"Um comentário seu antigo foi tirado de contexto e está viralizando negativamente. Os grupos de WhatsApp estão compartilhando, as pessoas estão marcando você nas redes, e seus apoiadores querem saber o que fazer. Crise nas redes se espalha rápido – e se você não agir, a narrativa se consolida contra você.",,Como você vai gerenciar essa crise?,True,2,C,Ignorar e esperar a polêmica passar,ruim,0.0,0,0,-9.5,-15,-3.0,"Silêncio em crise é interpretado como culpa. Enquanto você está quieto, a narrativa negativa se consolida e vira ""verdade"" na cabeça das pessoas.","Nunca ignore crise. Silêncio é visto como admissão de culpa. A internet não esquece, e quanto mais tempo você demora pra responder, mais difícil fica reverter."
2.13,2,Parceria com Associações de Bairro,"Associações de bairro são termômetros da comunidade. Elas conhecem os problemas reais, têm credibilidade com os moradores e podem mobilizar grupos inteiros de eleitores. Uma parceria bem feita pode valer mais que meses de campanha tradicional.",,Como você vai se relacionar com as associações?,True,0,A,Aceitar parceria e participar ativamente dos eventos,excelente,600.0,30,25,12.0,15,5.0,Participação genuína mostra que você se importa de verdade. Eleitores percebem quem está lá pra ajudar e quem está lá só pra aparecer na foto.,Associações são pontes pra comunidade. Invista nessa relação. Presidente de associação que gosta de você vira cabo eleitoral gratuito que trabalha 24 horas.
2.13,2,Parceria com Associações de Bairro,"Associações de bairro são termômetros da comunidade. Elas conhecem os problemas reais, têm credibilidade com os moradores e podem mobilizar grupos inteiros de eleitores. Uma parceria bem feita pode valer mais que meses de campanha tradicional.",,Como você vai se relacionar com as associações?,True,1,B,"Aceitar, mas participar apenas dos eventos principais",boa,300.0,15,10,6.0,8,2.0,"Você marca presença nos momentos importantes, mas participação parcial limita o vínculo que você cria. Associações valorizam quem aparece sempre, não só quando é conveniente.","Presença é importante, mas consistência gera mais resultados. Se você só aparece em evento grande, vão perceber que você está lá pelo holofote, não pela causa."
2.13,2,Parceria com Associações de Bairro,"Associações de bairro são termômetros da comunidade. Elas conhecem os problemas reais, têm credibilidade com os moradores e podem mobilizar grupos inteiros de eleitores. Uma parceria bem feita pode valer mais que meses de campanha tradicional.",,Como você vai se relacionar com as associações?,True,2,C,Recusar para não se comprometer com grupos específicos,ruim,0.0,0,0,-7.0,-10,-3.0,"Recusar parceria com associações passa imagem de distanciamento da comunidade. E associações não são ""grupos específicos"" – são a própria comunidade organizada.",Associações não são lobby – são moradores organizados tentando resolver problemas. Recusar trabalhar com elas é recusar trabalhar com a comunidade.
3.1,3,Lançamento Oficial da Campanha,16 de agosto de 2028. Hoje começa a campanha oficial. Tudo que você planejou nos últimos meses agora vai ser testado de verdade. O lançamento é seu primeiro grande momento público – é quando você mostra pro mundo que está na disputa pra valer.,,Como você vai fazer seu lançamento?,True,0,A,Grande evento de lançamento com estrutura profissional,excelente,5000.0,40,35,15.0,25,5.0,Lançamento grandioso mostra força e atrai atenção da mídia. Você começa a campanha oficial projetando imagem de candidato competitivo – e isso atrai mais apoiadores.,Primeiro dia é primeira impressão. Faça um lançamento que marque e mostre que você veio pra vencer. Adversários vão notar – e apoiadores em cima do muro vão perceber que vale a pena apostar em você.
3.1,3,Lançamento Oficial da Campanha,16 de agosto de 2028. Hoje começa a campanha oficial. Tudo que você planejou nos últimos meses agora vai ser testado de verdade. O lançamento é seu primeiro grande momento público – é quando você mostra pro mundo que está na disputa pra valer.,,Como você vai fazer seu lançamento?,True,1,B,Evento médio com apoiadores principais,boa,2000.0,30,25,8.0,15,2.0,"Evento organizado cumpre objetivo sem gastar demais. Você lança oficialmente, reúne a base e parte pro trabalho.","Evento médio funciona, mas lembre que adversários podem estar fazendo maior. Se o lançamento do outro lotar e o seu não, a comparação trabalha contra você."
3.1,3,Lançamento Oficial da Campanha,16 de agosto de 2028. Hoje começa a campanha oficial. Tudo que você planejou nos últimos meses agora vai ser testado de verdade. O lançamento é seu primeiro grande momento público – é quando você mostra pro mundo que está na disputa pra valer.,,Como você vai fazer seu lançamento?,True,2,C,Começar direto no corpo a corpo sem evento,neutra,0.0,25,20,3.0,5,0.0,Você economiza e vai direto pro trabalho. Mas perde o momento simbólico de lançamento – e símbolo importa em política.,Lançamento é ritual. Pular pode parecer falta de estrutura ou de entusiasmo. Até candidato pequeno faz alguma coisa pra marcar o começo.
4.1,4,Intensificação de Agenda,"Setembro começou. Faltam 35 dias pra eleição. A partir de agora, cada dia vale por três. Quem relaxa perde terreno que não consegue recuperar. Quem intensifica abre vantagem que adversário não alcança.",,Como você vai intensificar sua agenda?,True,0,A,"Agenda tripla: manhã, tarde e noite, todos os dias",excelente,2000.0,50,45,24.0,20,5.0,"Reta final exige sacrifício. Você vai cansar, vai querer desistir, vai sentir que não aguenta mais. Mas cada hora na rua nesse momento vale por dez no começo da campanha.","Último mês é guerra. Quem descansa, perde. Agenda tripla é padrão de candidato vitorioso. Dorme menos, come na rua, mas não para. Quando passar, você descansa."
4.1,4,Intensificação de Agenda,"Setembro começou. Faltam 35 dias pra eleição. A partir de agora, cada dia vale por três. Quem relaxa perde terreno que não consegue recuperar. Quem intensifica abre vantagem que adversário não alcança.",,Como você vai intensificar sua agenda?,True,1,B,Agenda dupla: manhã e tarde OU tarde e noite,boa,1200.0,35,30,14.5,15,2.0,Você intensifica sem se esgotar completamente. É equilíbrio entre presença e saúde – mas seus adversários podem estar fazendo mais.,"Agenda dupla funciona, mas seus adversários podem estar fazendo tripla. Se eles estão na rua enquanto você está descansando, eles estão conquistando voto que podia ser seu."
4.1,4,Intensificação de Agenda,"Setembro começou. Faltam 35 dias pra eleição. A partir de agora, cada dia vale por três. Quem relaxa perde terreno que não consegue recuperar. Quem intensifica abre vantagem que adversário não alcança.",,Como você vai intensificar sua agenda?,True,2,C,Manter agenda normal,ruim,600.0,20,15,-7.0,-10,-3.0,"Manter ritmo normal na reta final é perder terreno. Enquanto você mantém, adversários intensificam – e cada voto que eles conquistam é voto que você perdeu.","Reta final não é hora de conforto. Intensifique ou prepare-se pra perder. Eleição se ganha no final, não no começo."
5.1,5,Início da Mobilização Final,"23 de setembro. Faltam exatos 12 dias pra eleição. Tudo que você fez até agora culmina nestes dias. Não tem mais tempo pra planejar – agora é executar. Cada hora conta, cada conversa importa, cada voto pode ser o que faz a diferença.",,Como você vai iniciar a mobilização final?,True,0,A,Reunião geral com toda equipe e voluntários para alinhamento final,excelente,1000.0,35,30,14.5,18,5.0,Reunião geral alinha todos pro sprint final. Equipe motivada e coordenada multiplica seu alcance – cada pessoa sabe exatamente o que fazer.,Últimos dias são sprint. Alinhe toda equipe e vá com tudo. Reunião presencial cria energia que mensagem de WhatsApp não consegue transmitir.
5.1,5,Início da Mobilização Final,"23 de setembro. Faltam exatos 12 dias pra eleição. Tudo que você fez até agora culmina nestes dias. Não tem mais tempo pra planejar – agora é executar. Cada hora conta, cada conversa importa, cada voto pode ser o que faz a diferença.",,Como você vai iniciar a mobilização final?,True,1,B,Comunicar por WhatsApp e começar ações,boa,300.0,25,20,8.0,12,2.0,WhatsApp funciona pra comunicar rápido. Mas falta a energia da reunião presencial – olho no olho motiva mais que emoji.,"WhatsApp é prático, mas reunião presencial cria energia que mensagem não consegue. Ver todo mundo junto, olhar nos olhos, sentir que a vitória é possível – isso muda o ânimo."
5.1,5,Início da Mobilização Final,"23 de setembro. Faltam exatos 12 dias pra eleição. Tudo que você fez até agora culmina nestes dias. Não tem mais tempo pra planejar – agora é executar. Cada hora conta, cada conversa importa, cada voto pode ser o que faz a diferença.",,Como você vai iniciar a mobilização final?,True,2,C,Continuar no ritmo atual,neutra,100.0,15,10,3.0,5,0.0,"Manter ritmo nos últimos dias é desperdiçar a reta final. É agora ou nunca – depois do dia 5 de outubro, não tem mais o que fazer.","Últimos dias não são pra manter. São pra intensificar ao máximo. Você descansa dia 6. Até lá, dá tudo."
